problem_name,constructive_heuristic,perturbative_heuristic,best_cost,average_cost,worst_cost
kroE100.tsp,SemiGreedyRandomInsertion,---,34839.30,36199.41,37399.09
kroE100.tsp,SemiGreedyRandomInsertion,TwoOpt,23342.10,24014.98,25021.28
kroE100.tsp,SemiGreedyRandomInsertion,NodeSwap,27046.68,28222.39,29642.92
kroE100.tsp,SemiGreedyRandomInsertion,NodeShift,24446.66,25603.07,27018.42
kroE100.tsp,MSTSimple,---,28767.48,30015.09,31098.16
kroE100.tsp,MSTSimple,TwoOpt,22436.72,23016.87,23286.97
kroE100.tsp,MSTSimple,NodeSwap,25210.41,26278.57,27586.42
kroE100.tsp,MSTSimple,NodeShift,23969.00,25141.58,25930.09
lin105.tsp,NearestNeighbour,---,17000.36,18778.79,20362.76
lin105.tsp,NearestNeighbour,TwoOpt,14838.46,15305.96,16200.32
lin105.tsp,NearestNeighbour,NodeSwap,16255.03,17988.06,19622.57
lin105.tsp,NearestNeighbour,NodeShift,15046.02,16185.44,17962.01
lin105.tsp,SemiGreedyNearestNeighbour,---,26796.91,30989.04,36897.26
lin105.tsp,SemiGreedyNearestNeighbour,TwoOpt,15203.38,15706.32,16723.33
lin105.tsp,SemiGreedyNearestNeighbour,NodeSwap,18389.49,20340.40,21906.78
lin105.tsp,SemiGreedyNearestNeighbour,NodeShift,16806.05,18973.79,21848.71
lin105.tsp,CheapestInsertion,---,16934.62,17180.66,17392.52
lin105.tsp,CheapestInsertion,TwoOpt,15727.80,16250.92,16484.59
lin105.tsp,CheapestInsertion,NodeSwap,16607.80,16999.06,17210.16
lin105.tsp,CheapestInsertion,NodeShift,15576.90,15885.83,16183.07
lin105.tsp,SemiGreedyCheapestInsertion,---,18978.02,20290.00,21304.71
lin105.tsp,SemiGreedyCheapestInsertion,TwoOpt,15326.35,15692.18,16550.39
lin105.tsp,SemiGreedyCheapestInsertion,NodeSwap,16701.90,17456.33,18275.01
lin105.tsp,SemiGreedyCheapestInsertion,NodeShift,15938.52,16340.18,16891.57
lin105.tsp,SemiGreedyRandomInsertion,---,23115.23,24333.63,25653.59
lin105.tsp,SemiGreedyRandomInsertion,TwoOpt,14844.58,15573.03,16029.44
lin105.tsp,SemiGreedyRandomInsertion,NodeSwap,18550.14,19507.02,20169.98
lin105.tsp,SemiGreedyRandomInsertion,NodeShift,16160.88,17427.30,18869.75
lin105.tsp,MSTSimple,---,19227.68,19541.05,19933.60
lin105.tsp,MSTSimple,TwoOpt,15190.70,15601.79,15952.92
lin105.tsp,MSTSimple,NodeSwap,16570.99,17137.33,17612.09
lin105.tsp,MSTSimple,NodeShift,15970.61,16307.69,17209.70
lin318.tsp,NearestNeighbour,---,51370.61,53149.86,54037.78
lin318.tsp,NearestNeighbour,TwoOpt,44571.58,45507.81,46822.95
lin318.tsp,NearestNeighbour,NodeSwap,49467.52,51649.71,52887.51
lin318.tsp,NearestNeighbour,NodeShift,45912.14,48062.08,49721.52
lin318.tsp,SemiGreedyNearestNeighbour,---,85109.01,92467.12,97643.51
lin318.tsp,SemiGreedyNearestNeighbour,TwoOpt,45348.52,46629.45,48290.97
